32 10
4383 822 14 2 4.476536
100886 25224 316 3 148.873518
202777 50696 634 3 315.297112
301915 94350 944 4 554.041825
402793 125880 1259 4 760.638983
503335 157300 1573 4 983.655997
600386 187630 1877 4 1160.985016
700492 218910 2190 4 1378.740861
801649 250520 2506 4 1580.997912
901421 281700 2817 4 1792.206581
1002362 313240 3133 4 1955.358031
